	Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
142	DisGeNET	Memory impairment	47/267	0.00029075728847704986	0.0147574573410239	0	0	1.8348021026592456	14.940833335381676	APP;NLGN1;TOMM40;SLC20A2;PHF1;FMR1;ATN1;GPR85;CPLX2;CPLX1;PTPA;PCBP4;CAMTA1;PDE4A;NEFM;APOE;HIVEP2;MAPK3;PRNP;CREBBP;TMED9;GSTM1;EIF2B2;PRMT2;GABRA5;BDNF;GAD1;MAGI2;OGA;PRKCA;LNPEP;MIF;SYP;S100B;SORL1;NR4A2;PSMC6;FGF14;SUCLA2;BIN1;TFAM;VAMP1;MAPT;CRK;ITM2B;ATF4;CDK5R1
143	DisGeNET	Manic Disorder	14/48	0.0002976524414120999	0.015002509859507	0	0	3.5172307086392665	28.55845038351695	GSK3B;SNAP25;NTRK2;BDNF;GAD1;ATP1A3;GRIK2;NR3C1;CPLX2;S100B;CPLX1;NDUFV2;CLOCK;PVALB
144	DisGeNET	Dull intelligence	133/947	0.0003019346410594505	0.0150098741425307	0	0	1.415251481427952	11.471037810261665	APP;FRMPD4;NDUFA12;ZBTB20;HNRNPU;SLC4A4;ACTB;CRKL;NDST1;HERC2;FRRS1L;PPP2R1A;ARHGDIA;AKT3;SACS;LARGE1;COG8;CDKL5;MAP2K2;SNRPN;ALG2;CASK;TSC2;TBR1;SDHD;FOXP1;COX6B1;PRKAR1A;DKC1;SCN8A;SMS;YME1L1;ADNP;SNRPB;SAR1B;ARL6;GNS;ADGRG1;DVL1;PGK1;ATP6V0A2;COX14;HIVEP2;MPDZ;DNAJC19;CREBBP;SURF1;ACD;PDHA1;AUTS2;BDNF;NONO;MYO5A;BRAF;UBE2A;SMARCA2;QDPR;AHI1;FA2H;ARL2BP;SYNJ1;UQCRQ;GNAQ;NDUFAF2;GNAS;STT3B;NOP10;FGFR2;COX20;GABRB3;CNTNAP2;DDX3X;TSEN15;TECR;CTCF;GRIK2;SLC6A1;PQBP1;NIPBL;IMPA1;OPA1;RARS;TRPS1;IDH3B;HGSNAT;SSR4;ATRX;ATP6AP2;PEX2;SYP;KCNAB2;ARID1B;DNM1;NDUFS8;NPC1;NDUFS7;NPC2;IL1RAPL1;NDUFS4;HNRNPH2;ZMYND11;TKT;SATB2;ATP1A3;ATP1A2;HSD17B10;NRAS;EMC1;DMD;CNNM2;PAK3;SH2B1;BCAP31;GABRA1;SLC12A5;KCNJ10;PET100;USP9X;GAD1;NDUFA2;HUWE1;GTF2H5;TMCO1;GRIN1;PDP1;GATM;CLCN4;PDE10A;NFIA;PLP1;RAB3GAP2;PNPLA6;TRIM32
145	DisGeNET	Low intelligence	133/947	0.0003019346410594505	0.0150098741425307	0	0	1.415251481427952	11.471037810261665	APP;FRMPD4;NDUFA12;ZBTB20;HNRNPU;SLC4A4;ACTB;CRKL;NDST1;HERC2;FRRS1L;PPP2R1A;ARHGDIA;AKT3;SACS;LARGE1;COG8;CDKL5;MAP2K2;SNRPN;ALG2;CASK;TSC2;TBR1;SDHD;FOXP1;COX6B1;PRKAR1A;DKC1;SCN8A;SMS;YME1L1;ADNP;SNRPB;SAR1B;ARL6;GNS;ADGRG1;DVL1;PGK1;ATP6V0A2;COX14;HIVEP2;MPDZ;DNAJC19;CREBBP;SURF1;ACD;PDHA1;AUTS2;BDNF;NONO;MYO5A;BRAF;UBE2A;SMARCA2;QDPR;AHI1;FA2H;ARL2BP;SYNJ1;UQCRQ;GNAQ;NDUFAF2;GNAS;STT3B;NOP10;FGFR2;COX20;GABRB3;CNTNAP2;DDX3X;TSEN15;TECR;CTCF;GRIK2;SLC6A1;PQBP1;NIPBL;IMPA1;OPA1;RARS;TRPS1;IDH3B;HGSNAT;SSR4;ATRX;ATP6AP2;PEX2;SYP;KCNAB2;ARID1B;DNM1;NDUFS8;NPC1;NDUFS7;NPC2;IL1RAPL1;NDUFS4;HNRNPH2;ZMYND11;TKT;SATB2;ATP1A3;ATP1A2;HSD17B10;NRAS;EMC1;DMD;CNNM2;PAK3;SH2B1;BCAP31;GABRA1;SLC12A5;KCNJ10;PET100;USP9X;GAD1;NDUFA2;HUWE1;GTF2H5;TMCO1;GRIN1;PDP1;GATM;CLCN4;PDE10A;NFIA;PLP1;RAB3GAP2;PNPLA6;TRIM32
146	DisGeNET	Pediatric failure to thrive	83/543	0.0003154349085432583	0.0155743303823603	0	0	1.555826129961725	12.54238291028931	RPL5;SLC25A3;NDUFA11;NDUFA12;FMR1;MSMO1;ACTB;NR3C2;NIPBL;MCEE;RPS19;BANF1;DNM1L;ATP6V1E1;RBFOX2;SSR4;TPM3;NSMCE3;TALDO1;TBR1;PEX2;KCNAB2;ARID1B;NME1;COX6B1;HADHB;DPM1;LMBRD1;NDUFS8;NDUFS7;DKC1;ACOX1;NDUFS6;NDUFS4;TFAM;NDUFS2;SUCLG1;HNRNPH2;NDUFS1;TMEM126B;ATP6V1A;NDUFB9;CTBP1;SAR1B;NDUFB11;UBA5;NDUFB3;GBA;CPLX1;TMEM70;TMEM165;RAP1A;ATP6V0A2;COX14;MGAT2;NDUFV2;NDUFV1;MPDU1;BCAP31;CREBBP;ACD;SURF1;KCNJ10;PET100;MDH2;NDUFA2;NDUFA1;BRAF;SMARCA2;WDR11;AIMP1;GATM;SUCLA2;NDUFAF5;PLP1;NDUFAF2;GNAS;NDUFAF3;TCF4;ACO2;VPS45;STT3B;COX20
147	DisGeNET	Spinocerebellar Ataxia Type 7	18/72	0.0003693530942467483	0.0181132753921817	0	0	2.849544801149976	22.52211102664888	PRNP;ELOVL5;HSPA4;APLP2;UBA5;ATN1;CTCF;TTBK2;DNAJA1;DNAJB1;ATXN2;PPP2R2B;SNX14;SUMO2;ENPP2;CTSD;LY6E;SPTBN2
148	DisGeNET	Poor school performance	137/985	0.0003737001029567968	0.0182034587064458	0	0	1.399418406772511	11.044289757482126	APP;FRMPD4;NDUFA12;FMR1;ZBTB20;HNRNPU;SLC4A4;ACTB;CRKL;NDST1;HERC2;FRRS1L;PPP2R1A;ARHGDIA;AKT3;SACS;LARGE1;COG8;CDKL5;MAP2K2;SNRPN;ALG2;CASK;TSC2;TBR1;SDHD;FOXP1;COX6B1;SNHG14;PRKAR1A;DKC1;SCN8A;SMS;YME1L1;ADNP;SNRPB;SAR1B;ARL6;GNS;ADGRG1;DVL1;PGK1;ATP6V0A2;COX14;HIVEP2;MPDZ;DNAJC19;CREBBP;SURF1;ACD;PDHA1;AUTS2;BDNF;NONO;MYO5A;BRAF;UBE2A;SMARCA2;QDPR;AHI1;FA2H;ARL2BP;SYNJ1;UQCRQ;GNAQ;NDUFAF2;GNAS;TCF4;STT3B;NOP10;FGFR2;COX20;GABRB3;CNTNAP2;DDX3X;TSEN15;TECR;CTCF;GRIK2;SLC6A1;PQBP1;NIPBL;IMPA1;OPA1;RARS;TRPS1;IDH3B;HGSNAT;SSR4;ATRX;ATP6AP2;PEX2;SYP;KCNAB2;ARID1B;DNM1;NDUFS8;NPC1;NDUFS7;NPC2;IL1RAPL1;NDUFS4;HNRNPH2;ZMYND11;TKT;NLGN3;SATB2;ATP1A3;ATP1A2;HSD17B10;NRAS;EMC1;DMD;CNNM2;PAK3;SH2B1;BCAP31;GABRA1;SLC12A5;KCNJ10;PET100;USP9X;GAD1;NDUFA2;HUWE1;GTF2H5;TMCO1;GRIN1;PDP1;GATM;CLCN4;PDE10A;NFIA;PLP1;RAB3GAP2;PNPLA6;TRIM32
149	DisGeNET	Mitochondrial Encephalomyopathies	13/44	0.0004224944924596817	0.0204258862782072	0	0	3.580953555788565	27.82162473927344	NDUFB11;TXNRD1;NDUFA1;MFF;TTC19;TMEM70;SUCLA2;OPA1;NDUFS4;NDUFS2;SUCLG1;NDUFV2;DNM1L
150	DisGeNET	Depressive disorder	107/741	0.0004249529936634465	0.0204258862782072	0	0	1.4580250597600757	11.319424205773046	ATF2;APP;FMR1;ATN1;GDE1;CISD2;AQP4;NR3C1;CLU;NR3C2;TBK1;DPYSL2;FTH1;GLUL;EPHA4;PRKCB;MIF;PRKAR1A;SRSF5;FKBP4;PFN1;CLOCK;PVALB;ATF4;ADCYAP1R1;NRN1;CNP;MAGED1;SLC1A1;SLC1A2;CPLX2;NDRG2;CPLX1;FXR1;STIP1;GRIN2A;ATXN2;RAP1A;APOE;PRNP;GSTM1;HOMER1;BDNF;FUS;SLC4A10;CHCHD10;MT3;NR4A2;AHI1;PEX5L;GNAQ;GNAS;TCF4;FGFR2;GABRB3;SNAP25;GSK3B;HSP90AB1;COX4I1;ATP2A2;SLC6A1;MAP1LC3B;PCLO;CHL1;PDE4A;NEFM;NEFH;HSP90AA1;GPX1;DST;IL18;NRG1;SYP;COASY;VGF;NOS1AP;TERF2IP;MAPT;CRK;HDAC2;WDR26;TOMM40;SLC20A2;MAK16;GBA;ATP1A3;TTR;HARS;UBQLN2;MAPK3;SLC12A2;NTRK2;SORT1;NTRK3;GAD1;S100B;SOD2;TTC19;WDR11;GRIN1;FIG4;MARCKS;SUCLA2;PPP2R2B;FABP7;TARDBP;PNPLA2
151	DisGeNET	West Syndrome	17/67	0.0004417402245919791	0.021093095724267	0	0	2.9057950191570883	22.446652167698147	GABRB3;GABRA1;NTRK2;CDKL5;CACNA2D1;MAGI2;TSC2;KCNAB2;NR3C1;SMARCA2;DNM1;GRIN1;ATXN2;SCN8A;AKT3;SPTAN1;SPTBN2
152	DisGeNET	Behavioral variant of frontotemporal dementia	9/24	0.0004669026844325853	0.0221488868209915	0	0	5.118320610687023	39.25439540628814	TOMM40;TBK1;MOBP;FUS;GBA;APOE;MAPT;TARDBP;RAP1GAP
153	DisGeNET	Abnormality of the urinary system	11/34	0.0004913466232837669	0.0231571025441141	0	0	4.081890286948217	31.097312647898946	RPL5;DLG1;RPS27;RPS19;RPL35A;MYH9;RPL15;RPL26;RPL18;RPS10;RPS24
154	DisGeNET	Breast Carcinoma	585/4963	0.000515319279259192	0.0241302408313755	0	0	1.1882746567767064	8.996099331548347	CYFIP2;ATF2;TRIO;SERPINE2;ARAF;HNRNPU;ENO1;ENO2;GLS;PSMD8;NDST1;RNF115;TBK1;CAPNS1;SCP2;MPRIP;ZMIZ1;DPYSL2;AKT2;AKT3;PIP4K2A;RPL39;DDX17;RBFOX2;PRKCB;CSNK2A2;PRKCA;WDR77;DKK3;PRKAR1A;BIN1;FEZ1;DDIT3;DDIT4;TXNIP;CLOCK;ATF4;MEG3;HACD1;LXN;RPN2;CTBP1;GABARAP;PRDX3;LDHB;PRDX2;LDHA;PRDX5;S100A16;PRDX1;EPB41L3;SSR1;GATD3A;HEXIM1;BRAP;CREBBP;GSTM1;JUND;STARD10;MRPL28;LNPEP;BRAF;MLLT11;HNRNPM;FA2H;GJB6;AGO2;HNRNPC;PAM;LGMN;ARF1;YJEFN3;SETD7;RPLP0;LRRC4;CHM;MRPL36;CTCF;ING1;MRPL41;UBL5;MED14;NIPBL;MED13;CHL1;RARS;RACK1;NEFL;DLGAP1;NEFM;ELOB;NEFH;APPL1;DUSP5;TPI1;TESC;ASH1L;DYNLL1;F3;MED28;HADHB;TMEFF2;ZEB2;PSMA1;TMEM33;TCP1;ACSBG1;GAS6;CRYAB;GAS5;DLD;WDR26;CLDND1;PHLPP1;ODC1;ADAM22;MRPL58;TMEM70;NSD3;NRAS;ADAM23;CKB;HARS;RPL17;SF3B1;RPL19;EGLN1;CDKN2D;CENPX;USP9X;BLCAP;BYSL;SULF2;TMEM158;FABP5;PSMC4;FABP7;LAMTOR2;YPEL3;LAMTOR5;ALDH1L1;CTNND2;TUSC2;FMR1;UBE2D3;ATN1;IRS2;PARK7;FRY;CLU;LAPTM4B;NPEPPS;CDH2;MPC1;TUBB3;CFL2;CFL1;ADORA1;PLS3;KMT5B;HMGN1;PHLDA3;RAB2A;BNIP3L;MAP2K4;SNRPN;FBXW7;RPS8;UBE2E3;MAGI2;SARS;UBE2E2;RBX1;FOXP1;ACLY;MORF4L1;CLIP1;STIM2;RAB35;PGP;FSCN1;MAL;SRSF5;FKBP4;KHDRBS1;INSIG2;CUL3;ABHD8;PHB;HSP90B1;RAP1A;HNRNPDL;G3BP1;DVL1;PSAP;G3BP2;PGK1;SRGAP3;RAB6B;FUS;BDNF;GOT2;OGA;LSM1;NSG1;PTPRD;COPS6;CNOT7;STK25;CDK4;PIN1;CLPTM1L;OGT;RAB5A;BCL2L2;NFE2L1;EIF4G2;EIF4G1;SLC48A1;SLC25A3;HSP90AB1;CELF2;COX4I1;SART1;GM2A;SUMO2;PMEPA1;ITGAV;PHACTR1;DNM1L;EDIL3;BCAS2;BCAS1;ACTR2;HSP90AA1;GPX1;PEG3;DST;GPX4;ATRX;RPL13A;NRG1;RAD23B;COASY;PTBP2;PTP4A2;HAX1;NRG3;DAD1;NOS1AP;TMBIM6;BIRC6;BCAT1;SLC25A5;GAPDH;CRK;NDUFB9;SMARCD1;HDAC2;ROCK2;WBP2;SRSF1;NDUFB3;MAK16;FOXK2;HSD17B12;PPM1E;CDC42;RAB21;TTR;MIEN1;DNAJB4;TRIM46;UBQLN1;MAL2;FYN;RBBP6;FSD1;POLR2J;KCNJ3;SPAG9;CYB5A;MARCKSL1;SEMA4D;NTRK3;CNBP;TXNRD1;IMMT;PTPN11;CDC42BPB;CDC42BPA;KLF2;MARCKS;APC;KLF9;PDCD4;TRIM37;EIF3C;PFKM;TPT1;SPG21;PFKP;EIF4A2;ERRFI1;APP;SPARC;PLEKHB1;CISD1;ZDHHC5;GDE1;NUDT2;CISD2;MLC1;TXNDC15;ACTB;CCAR2;CRKL;HERC2;TRIM28;PPP2R1A;FTH1;BSG;LONP1;DENR;PTGDS;B2M;GLUL;SCN1B;TRIM23;AGFG1;EPHA5;EPHA4;ACTN1;SACM1L;ARRDC3;MTUS1;PTOV1;CSNK1D;MIF;PPA1;CSNK2B;AKAP9;TFAM;ULK1;TLN1;CCNQ;PFN1;EPAS1;SDC2;TWF1;PCBP4;MAP2;ATP6V0A2;HIVEP1;APOD;APOE;HIVEP2;SCAI;VAT1;IFITM10;MAGEE1;IQSEC1;BRI3BP;PTK2;ZWINT;CCDC88A;RPS27;ANP32E;NDUFAF3;MAGED2;CALR;ITM2B;GPAA1;FAF1;SRA1;AP2A1;WASL;SPPL3;CX3CL1;PPP3CA;MYDGF;MAP1LC3B;MAP1LC3A;CTSL;DNER;SDF2;TMED7;CTSD;COX8A;NCOA1;CBR1;CCT2;PRMT2;PRMT1;MRPS23;NCOA4;IL18;CACYBP;GFRA1;PROX1;MRPS7;TUBG1;RHOA;MLF2;NME1;RAP2A;KIF2A;CANX;STRAP;NCOA7;CD47;MAPT;SGK1;PTMA;RHOQ;MAGEH1;CD63;PCNA;XIAP;NEDD8;COX5A;GNAI2;PTPA;PPP2CA;RXRB;PGRMC1;PAK1;MGAT5;MGAT3;APBB1;TBL1X;CTNNA2;EPS15;PAK2;CCT5;RTRAF;BCAP31;MTX1;NORAD;SORT1;VEGFB;LSAMP;RAB11A;GRIN1;PPP1CA;ITCH;HNRNPA2B1;TARDBP;PNPLA2;MEGF9;CDK5R1;OTUD4;HDLBP;NR3C1;TXN2;EEF1B2;RGS4;RGS2;PTTG1;ARHGDIA;ENPP2;COTL1;BANF1;CMTR1;SH3GL2;TMEM14C;TSC2;SDHD;ATP1B2;ATP1B1;TUG1;RUNDC3B;PDIA6;PCP4;TMX2;DKC1;TIPRL;GPD1;PPIF;CMPK1;PPIB;PPIA;PPID;PSMD10;DDX5;TSG101;TMED10;NDRG3;RTN1;SEL1L;HTRA1;PDS5B;DTX3;NDRG2;ADIPOR1;NDRG1;RTN4;TIMM50;ENHO;SDCBP;COP1;MYH10;SPECC1;PRNP;HSPA8;CPSF6;CBX5;SYT1;HSPA5;HSPA4;NONO;DNAJC15;MT3;GNAO1;SEM1;NR4A2;NFKBIA;RALYL;GNAS;SRPRB;TCF4;UBE2K;FGFR2;GSK3B;DDX3X;USP32;USP33;PSIP1;ELAVL1;TRPS1;UQCRFS1;ARFGEF3;YWHAG;ATP6AP1;GLRX3;PDPK1;DCC;BUD31;ATP6AP2;ETV1;ARID1B;ETV5;NDUFS7;ALDH1A1;NDUFS4;MYH9;TERF2IP;ZMYND11;DCTN6;CAMK2B;RGS17;POMP;RAP1GDS1;DCTN3;SELENOF;ASAP1;HMGCR;CLCN3;RNF5;CYGB;HSPD1;RASD1;TNKS2;DDT;REPS2;RALY;NCAM2;SASH1;MAPK3;ARFGEF1;ATP2B2;NAP1L1;ATP2B1;S100B;SOD2;GOLPH3;PNKD;PPP2R2B;BRMS1L;BAX;CD9;CHPT1;RAN;SSBP4;R3HDM2
155	DisGeNET	Hypoplasia of corpus callosum	35/187	0.0005246231300172799	0.0244084274209321	0	0	1.9737001017035345	14.907022130079689	RNASEH2C;UBA5;SLC1A2;ZBTB20;IER3IP1;HERC2;PCLO;PPP2R1A;TUBB3;RARS;EMC1;AKT3;PSAP;LONP1;LARGE1;GLUL;SPTAN1;MAP2K2;MDH2;GLRX5;ATP6AP2;AMPD2;ARID1B;TMCO1;GNAO1;CCDC88A;FA2H;ZEB2;SYNJ1;KIF2A;NFIA;RAB3GAP2;TCF4;MAGED2;ACO2
156	DisGeNET	Manic	21/93	0.000556861068545954	0.0257432970414428	0	0	2.494421785028791	18.69118829184525	CDS1;GSK3B;SNAP25;NTRK2;BDNF;HSPA4;GAD1;NRG1;GRIK2;NR3C1;CPLX2;S100B;CPLX1;CAMKK2;FXR1;VGF;NDUFS1;PTGDS;NDUFV2;CLOCK;PVALB
157	DisGeNET	Mammary Neoplasms, Experimental	31/160	0.0005817730446787925	0.0267175624440484	0	0	2.058509564710368	15.334723202824163	CDS1;GDA;XIAP;DBI;ENO1;PHB;ACTB;RPL6;GNAI2;CDC42;PRDX2;TRPS1;EIF5A;NCOA1;SLC12A2;H3F3B;TPM3;MDH2;PGAM1;CASK;LNPEP;MIF;SOD2;HNRNPAB;PTK2;GATM;CDK4;SRSF2;SGK1;TKT;RAN
158	DisGeNET	Generalized seizures	26/126	0.0005852979372559518	0.0267175624440484	0	0	2.2254449254449256	16.564853493086826	GABRB3;CTNND2;SLC1A1;SLC6A1;CLU;IMPA1;APOE;CNNM2;MPDZ;RBFOX1;CDKL5;SLC12A5;BDNF;GABRA5;KCNB1;SACM1L;TSC2;SOD2;MT3;SYN2;SYNJ1;SCN8A;CNTN2;TCF4;PAM;PVALB
159	DisGeNET	Hypoglycemia	41/232	0.0006310952195001072	0.0285460685315394	0	0	1.8412476155688136	13.56641149849832	NDUFB9;NDUFA11;UQCRB;NDUFB3;IRS2;ETFB;NR3C1;ELAVL1;HSD17B10;NR3C2;TUBB3;MPC1;AKT2;AKT3;APOE;CKB;NDUFV2;NDUFV1;AGFG1;CHGA;UQCC3;TXNRD1;NDUFA1;SOD2;GRIN1;WDR11;UQCRQ;NDUFS6;NDUFAF5;NDUFS4;NDUFAF2;TFAM;TXNIP;NDUFAF3;NDUFS2;SUCLG1;NDUFS1;CHPT1;UQCRC2;TMEM126B;DLD
160	DisGeNET	Glioma	278/2211	0.0006332208643672988	0.0285460685315394	0	0	1.2564977088230205	9.25371771928956	ATF2;ERRFI1;APP;SPARC;ARAF;ZDHHC5;GDE1;HNRNPU;CISD2;AQP4;EMC10;ENO2;GLS;PCMT1;CAPNS1;TRIM28;AKT2;FTH1;AKT3;BSG;B2M;GLUL;EPHA5;EPHA4;TSPYL1;PRKCA;MIF;DKK3;BCAN;PRKAR1A;MAP1B;DDIT3;SPARCL1;TFAM;ULK1;PFN1;MEG3;ADCYAP1R1;EPAS1;MAGED1;PIK3R3;PRDX2;LDHA;PCBP4;S100A16;MAP2;PRDX1;ATP6V0A2;VTI1A;APOD;GATD3A;BTF3;VAT1;BRAP;CREBBP;GSTM1;JUND;H3F3B;H3F3A;MRPL28;BRAF;SMARCA2;PTK2;DCLK1;EHD3;ID2;AGO2;HYOU1;CALR;PAM;CLTC;LRRC4;CTCF;WASL;ING1;CX3CL1;HERPUD1;MAP1LC3B;XPO1;IMPA1;SLC22A17;CTSL;CHL1;DNER;DHX15;NEFL;TMED7;CTSD;COX8A;TPI1;PRMT1;PGAM1;CACYBP;GFRA1;PROX1;F3;RHOA;NME1;PSMA5;TMEFF2;ZEB2;VSNL1;KIF2A;GAS6;SGK1;CRYAB;GAS5;DBN1;CD63;PCNA;PHLPP1;CAB39;SF3B6;ODC1;ADAM22;XIAP;AKAP6;COX5A;PTPA;NRAS;PSMB4;ADAM23;ORMDL3;SPOP;DMD;CDKN2D;SORT1;GAD1;WDR11;SULF2;TMEM59;TPPP3;FABP7;PLP1;RAB3GAP2;LAMTOR2;PNPLA2;SEMA5A;NDUFA13;CD81;CTNND2;ATN1;FAM107A;PARK7;NR3C1;CLU;RGS4;CDH2;PTTG1;KHSRP;SH3GL2;MAP2K4;GUCY1A1;FBXW7;TPM3;TSC2;ATP1B2;TUG1;FOXP1;ACLY;MAG;SCN8A;PPIF;FSCN1;CMPK1;ELMO1;SCG5;GEMIN7;KHDRBS1;DDX6;DDX5;FKBP2;SEL1L;SLC1A2;DTX1;NDRG2;NDRG1;RTN4;HSP90B1;STIP1;COP1;RAP1A;EFNB3;CAMTA1;MBP;CYC1;NPTX2;GRIA4;PRNP;CD164;HSPA8;CBX5;SYT1;HSPA5;BDNF;HSPA4;QKI;PTPRD;NFKBIA;CDK4;UBE2N;CNTN2;PIN1;SRPRB;TCF4;CLPTM1L;RAB5A;BCL2L2;FGFR2;CNTNAP2;GSK3B;SLC25A3;DDX3X;CELF2;PSIP1;ELAVL1;NRGN;SPRED1;UQCRFS1;ITGAV;ACTR3;ACTR2;HSP90AA1;GPX1;PEG3;DCC;ATRX;RPL13A;NRG1;OLIG1;PTBP2;ATRN;ALDH1A1;TERF2IP;BIRC6;BCAT1;GAPDH;CRK;INA;DCTN6;CAMK2B;HDAC2;USP15;ROCK2;MAK16;NRXN3;CLCN3;CYGB;CDC42;FAM168B;TTR;SV2A;FYN;RBBP6;ROMO1;KCNJ3;OPCML;MAPK3;SLC12A2;NTRK2;MARCKSL1;KCNJ10;NTRK3;PTPN11;S100B;SOD2;GOLPH3;MARCKS;CLCN4;APC;KLF9;PDCD4;CDK2AP2;BAX;CD9;CHPT1;EIF3D;TPT1
161	DisGeNET	Myoclonus	30/154	0.0006440505186702121	0.0288550534846197	0	0	2.0720171006607075	15.224629234754014	GABRB3;APP;CSTB;DDC;TOMM40;CTNND2;GBA;CPLX1;ATXN2;FRRS1L;PSAP;APOE;SPTAN1;SLC25A22;PRNP;NTRK2;CDKL5;TSPYL1;SDHD;SORL1;DNM1;NME1;QDPR;CCDC88A;DAB1;GLRB;SCN8A;CNTN2;MAPT;LY6E
162	DisGeNET	Neuropathy	48/284	0.000649643166676334	0.0289270558511462	0	0	1.7460675823768363	12.814542453964757	APP;GSK3B;MFF;NDRG1;ACTB;TXN2;PSMB6;CDC42;DNAJB2;HINT1;TTR;SCP2;OPA1;DNAJB5;TRIM2;NEFL;APOE;KIF1A;SLC25A46;EPHA5;ABCA2;PRNP;COA3;SURF1;PHYH;HSP90AA1;GSTM1;TPI1;SNRPN;KCNB1;SORT1;TPM3;BDNF;GAD1;GFRA1;GFRA2;GDAP1;HADHB;FIG4;MAG;INF2;SUCLA2;PRKAR1A;CANX;PLP1;PIN1;MAPT;PNPLA6
163	DisGeNET	Feeding difficulties in infancy	41/233	0.0006895958141753547	0.0305188196297849	0	0	1.831554324127907	13.3326255373593	NDUFB9;DDC;MRPS16;NDUFA11;NDUFB3;CISD2;HSPD1;NIPBL;NRAS;EMG1;OPA1;ATP6V0A2;KIF1A;TXNL4A;NDUFV2;NDUFV1;CREBBP;TSPYL1;MAP2K2;NDUFA1;BRAF;PEX2;PTPN11;KCNAB2;ARID1B;CCDC88A;AHI1;LMBRD1;SUCLA2;BIN1;NDUFS6;NDUFAF5;NDUFS4;NDUFAF2;NDUFAF3;RAB3GAP2;NDUFS2;TCF4;NDUFS1;TMEM126B;FGFR2
164	DisGeNET	Hippocampal sclerosis	14/52	0.0007299708575290101	0.03210986959967	0	0	3.146291122353948	22.72410633845642	APP;RBFOX1;TMED9;GABBR1;BDNF;AQP4;GRIN1;GRIN2A;PRDX1;APOE;TARDBP;GLUL;HCN2;CDK5R1
165	DisGeNET	Encephalopathies	41/234	0.0007528465029174575	0.0329133094581691	0	0	1.8219614813029683	13.102907826402925	GABRB3;APP;RNASEH2C;UBA5;GBA;SLC1A1;NRXN3;ATP1A3;ENO1;SLC6A1;MFF;TMEM70;PRDX2;GRIN2A;APOE;NDUFV2;GLUL;SPTAN1;BCAP31;GABRA1;PRNP;COG8;GSTM1;CDKL5;EIF2B2;TXNRD1;TSC2;TTC19;DNM1;GRIN1;PDP1;GNAO1;SLC6A9;SCN8A;NDUFS4;NDUFAF2;SUCLG1;TCF4;DLD;ITPA;CDK5R1
166	DisGeNET	Senile Plaques	50/301	0.0007587042185398234	0.0329133094581691	0	0	1.7103362704898168	12.286882262844824	APP;IDE;ENO2;CLU;NUDT11;ATCAY;YWHAQ;STK16;PTGDS;GLUL;CTSD;PSENEN;HSP90AA1;DSCAM;APLP2;SYP;VSNL1;DAD1;C1D;MAPT;KHDRBS1;HTRA1;SEZ6L2;NDRG2;HSD17B10;GNAI1;TTR;UBB;MAP2;PCBP4;PSAP;MBP;APOE;APBB1;PRNP;CREBBP;BDNF;TMEM176B;OGA;S100B;SOD2;MT3;SORL1;SUCLA2;REEP5;SYNJ1;ATG16L1;PIN1;TARDBP;ITM2B
167	DisGeNET	Anemia, Macrocytic	12/41	0.0007663749377832162	0.0329133094581691	0	0	3.5321679819430942	25.33920454020452	RPL5;ZRSR2;RPS27;RPS19;APC;RPL35A;RPL15;RPL26;RPL18;RPS10;SF3B1;RPS24
168	DisGeNET	Alcoholic Intoxication	12/41	0.0007663749377832162	0.0329133094581691	0	0	3.5321679819430942	25.33920454020452	EIF4A2;COX8A;GABRA2;SNAP25;GABRA1;BDNF;HSPA4;ALDH1A1;IL18;FYN;NR3C1;SOD2
169	DisGeNET	Epileptic drop attack	24/115	0.0007890974237803291	0.0336898182458684	0	0	2.25639617470468	16.121094968824604	GABRB3;GABRA1;RBFOX1;CDKL5;SLC12A5;BDNF;GABRA5;SLC1A1;TSC2;SLC6A1;SOD2;CLU;MT3;SYN2;DNM1;STX1B;IMPA1;TCF4;APOE;CNNM2;MPDZ;PAM;SCN1B;PVALB
170	DisGeNET	Anxiety	71/464	0.0008011827862920034	0.0340057582626161	0	0	1.5545422474423352	11.082986827230169	GABRB3;APP;CTNND2;FMR1;DBI;PARK7;SLC6A1;NR3C1;PQBP1;NR3C2;NIPBL;RGS2;TBK1;GM2A;ADORA1;NEFH;FBXO7;HMGN1;EPHA4;DSCAM;TSC2;NRG3;PRKAR1A;DDIT4;ALDH1A1;HNRNPH2;MAPT;FKBP4;PFN1;PVALB;NLGN3;ADCYAP1R1;DDC;LXN;MAGED1;SLC1A1;SLC1A2;ATP1A3;NDRG2;CAMKK2;PSMB6;ATXN2;MBP;FYN;APOE;HIVEP2;PAK3;UBQLN2;GABRA2;NTRK2;PRNP;GSTM1;HOMER1;BDNF;FUS;NTRK3;GAD1;CHCHD10;S100B;MT3;TTC19;WDR11;FIG4;PDE10A;FABP5;APC;PPP2R2B;FABP7;GNAS;CHPT1;TARDBP
